order_item_id,order_id,date_id,order_date,customer_id,channel_id,product_id,province_id,name,quantity,unit_price,discount_amount,line_total,total_amount
5000000000,1000000000,20241126,2024-11-26 07:50:47,356,1,2,1,Buenos Aires,2,15000.0,0.0,30000.0,63636.0
5000000001,1000000000,20241126,2024-11-26 07:50:47,356,1,1,1,Buenos Aires,2,12000.0,2400.0,21600.0,63636.0
5000000002,1000000001,20240131,2024-01-31 01:00:04,601,1,1,1,Buenos Aires,1,12000.0,240.0,11760.0,78146.4
5000000003,1000000001,20240131,2024-01-31 01:00:04,601,1,2,1,Buenos Aires,2,15000.0,600.0,29400.0,78146.4
5000000004,1000000001,20240131,2024-01-31 01:00:04,601,1,1,1,Buenos Aires,2,12600.0,2520.0,22680.0,78146.4
5000000005,1000000002,20250226,2025-02-26 19:39:44,1234,1,1,1,Buenos Aires,1,12000.0,240.0,11760.0,32064.6
5000000006,1000000002,20250226,2025-02-26 19:39:44,1234,1,2,1,Buenos Aires,1,15000.0,1500.0,13500.0,32064.6
5000000007,1000000003,20250301,2025-03-01 17:35:36,156,1,1,1,Buenos Aires,1,12000.0,1200.0,10800.0,30855.0
5000000008,1000000003,20250301,2025-03-01 17:35:36,156,1,2,1,Buenos Aires,1,15000.0,300.0,14700.0,30855.0
5000000009,1000000004,20240330,2024-03-30 02:46:36,616,2,2,4,Mendoza,2,15750.0,1575.0,29925.0,53451.75
5000000010,1000000004,20240330,2024-03-30 02:46:36,616,2,2,4,Mendoza,1,15000.0,750.0,14250.0,53451.75
5000000011,1000000005,20240312,2024-03-12 20:54:35,614,2,1,2,Córdoba,2,12000.0,0.0,24000.0,29040.0
5000000012,1000000006,20250715,2025-07-15 22:55:56,188,1,2,2,Córdoba,1,15000.0,750.0,14250.0,18442.5
5000000013,1000000007,20241111,2024-11-11 20:15:00,17,1,2,1,Buenos Aires,1,15000.0,1500.0,13500.0,17535.0
5000000014,1000000008,20240825,2024-08-25 03:29:28,1148,1,1,1,Buenos Aires,3,12000.0,0.0,36000.0,109011.0
5000000015,1000000008,20240825,2024-08-25 03:29:28,1148,1,2,1,Buenos Aires,3,15000.0,4500.0,40500.0,109011.0
5000000016,1000000008,20240825,2024-08-25 03:29:28,1148,1,1,1,Buenos Aires,1,12600.0,0.0,12600.0,109011.0
5000000017,1000000009,20240330,2024-03-30 10:34:46,1037,1,2,3,Santa Fe,1,13500.0,675.0,12825.0,16718.25
5000000018,1000000010,20240313,2024-03-13 02:19:39,1336,2,2,1,Buenos Aires,1,15000.0,300.0,14700.0,17787.0
5000000019,1000000011,20250617,2025-06-17 03:46:29,1239,2,2,4,Mendoza,1,15000.0,300.0,14700.0,41309.4
5000000020,1000000011,20250617,2025-06-17 03:46:29,1239,2,1,4,Mendoza,2,10800.0,2160.0,19440.0,41309.4
5000000021,1000000012,20240809,2024-08-09 14:38:29,1426,2,1,3,Santa Fe,3,12000.0,720.0,35280.0,42688.8
5000000022,1000000013,20250323,2025-03-23 11:26:14,862,2,2,1,Buenos Aires,3,15750.0,2362.5,44887.5,123283.88
5000000023,1000000013,20250323,2025-03-23 11:26:14,862,2,1,1,Buenos Aires,3,12000.0,1800.0,34200.0,123283.88
5000000024,1000000013,20250323,2025-03-23 11:26:14,862,2,1,1,Buenos Aires,2,12000.0,1200.0,22800.0,123283.88
5000000025,1000000014,20250818,2025-08-18 12:46:12,181,1,1,1,Buenos Aires,1,12000.0,240.0,11760.0,15129.6
5000000026,1000000015,20240915,2024-09-15 12:43:40,700,1,1,1,Buenos Aires,2,12000.0,480.0,23520.0,29659.2
5000000027,1000000016,20250827,2025-08-27 22:46:32,475,1,1,1,Buenos Aires,2,12600.0,2520.0,22680.0,28642.8
5000000028,1000000017,20250219,2025-02-19 14:36:04,753,2,2,2,Córdoba,2,15750.0,630.0,30870.0,80912.7
5000000029,1000000017,20250219,2025-02-19 14:36:04,753,2,1,2,Córdoba,3,12000.0,0.0,36000.0,80912.7
5000000030,1000000018,20240714,2024-07-14 15:20:18,1151,1,2,1,Buenos Aires,1,13500.0,270.0,13230.0,100107.9
5000000031,1000000018,20240714,2024-07-14 15:20:18,1151,1,1,1,Buenos Aires,2,13200.0,2640.0,23760.0,100107.9
5000000032,1000000018,20240714,2024-07-14 15:20:18,1151,1,2,1,Buenos Aires,3,15000.0,0.0,45000.0,100107.9
5000000033,1000000019,20250421,2025-04-21 04:12:18,793,1,1,1,Buenos Aires,3,12600.0,756.0,37044.0,46023.24
5000000034,1000000020,20240506,2024-05-06 01:36:24,866,1,2,1,Buenos Aires,3,16500.0,0.0,49500.0,59895.0
5000000035,1000000021,20250923,2025-09-23 22:05:51,1110,1,1,1,Buenos Aires,2,12000.0,480.0,23520.0,29659.2
5000000036,1000000022,20240331,2024-03-31 02:16:34,854,2,1,1,Buenos Aires,2,12000.0,0.0,24000.0,29040.0
5000000037,1000000023,20250705,2025-07-05 19:42:57,379,2,2,3,Santa Fe,2,15000.0,600.0,29400.0,82764.0
5000000038,1000000023,20250705,2025-07-05 19:42:57,379,2,1,3,Santa Fe,1,12000.0,0.0,12000.0,82764.0
5000000039,1000000023,20250705,2025-07-05 19:42:57,379,2,2,3,Santa Fe,2,15000.0,3000.0,27000.0,82764.0
5000000040,1000000024,20250302,2025-03-02 15:57:05,441,2,1,2,Córdoba,1,12000.0,240.0,11760.0,14229.6
5000000041,1000000025,20250826,2025-08-26 06:57:45,125,1,2,2,Córdoba,3,15750.0,2362.5,44887.5,86005.88
5000000042,1000000025,20250826,2025-08-26 06:57:45,125,1,1,2,Córdoba,2,12600.0,0.0,25200.0,86005.88
5000000043,1000000026,20241212,2024-12-12 23:59:48,1201,1,2,1,Buenos Aires,1,15000.0,1500.0,13500.0,17535.0
5000000044,1000000027,20241202,2024-12-02 01:44:59,1055,1,1,1,Buenos Aires,2,12000.0,1200.0,22800.0,28488.0
5000000045,1000000028,20240517,2024-05-17 06:11:07,382,1,1,1,Buenos Aires,1,12000.0,0.0,12000.0,14520.0
5000000046,1000000029,20250914,2025-09-14 02:43:49,1456,1,2,2,Córdoba,2,16500.0,660.0,32340.0,79235.4
5000000047,1000000029,20250914,2025-09-14 02:43:49,1456,1,1,2,Córdoba,3,12000.0,3600.0,32400.0,79235.4
5000000048,1000000030,20250609,2025-06-09 19:02:55,1377,2,1,4,Mendoza,3,12000.0,1800.0,34200.0,41382.0
5000000049,1000000031,20250510,2025-05-10 11:15:07,1375,2,1,4,Mendoza,2,12000.0,480.0,23520.0,28459.2
5000000050,1000000032,20250315,2025-03-15 14:37:22,821,1,2,1,Buenos Aires,2,15000.0,3000.0,27000.0,33870.0
5000000051,1000000033,20240608,2024-06-08 03:23:04,1475,2,2,4,Mendoza,1,15000.0,300.0,14700.0,17787.0
5000000052,1000000034,20241117,2024-11-17 01:24:31,634,2,2,2,Córdoba,3,15750.0,2362.5,44887.5,103318.88
5000000053,1000000034,20241117,2024-11-17 01:24:31,634,2,2,2,Córdoba,3,15000.0,4500.0,40500.0,103318.88
5000000054,1000000035,20240112,2024-01-12 05:54:27,585,2,1,1,Buenos Aires,2,12000.0,2400.0,21600.0,26136.0
5000000055,1000000036,20240924,2024-09-24 18:59:17,180,1,1,2,Córdoba,2,12000.0,1200.0,22800.0,61158.0
5000000056,1000000036,20240924,2024-09-24 18:59:17,180,1,2,2,Córdoba,2,15000.0,3000.0,27000.0,61158.0
5000000057,1000000037,20240126,2024-01-26 00:07:55,482,1,1,1,Buenos Aires,2,12600.0,504.0,24696.0,31082.16
5000000058,1000000038,20240202,2024-02-02 22:29:21,620,2,1,1,Buenos Aires,1,12000.0,240.0,11760.0,14229.6
5000000059,1000000039,20240523,2024-05-23 04:42:33,603,2,1,1,Buenos Aires,3,10800.0,3240.0,29160.0,71583.6
5000000060,1000000039,20240523,2024-05-23 04:42:33,603,2,2,1,Buenos Aires,2,15000.0,0.0,30000.0,71583.6
5000000061,1000000040,20240304,2024-03-04 06:58:13,1028,1,1,1,Buenos Aires,1,12000.0,600.0,11400.0,14994.0
5000000062,1000000041,20240114,2024-01-14 09:59:03,1005,2,2,3,Santa Fe,1,15000.0,750.0,14250.0,29657.1
5000000063,1000000041,20240114,2024-01-14 09:59:03,1005,2,1,3,Santa Fe,1,10800.0,540.0,10260.0,29657.1
5000000064,1000000042,20240927,2024-09-27 21:17:36,790,1,1,1,Buenos Aires,1,10800.0,540.0,10260.0,13914.6
5000000065,1000000043,20240521,2024-05-21 10:46:11,665,1,1,1,Buenos Aires,3,13200.0,0.0,39600.0,48816.0
5000000066,1000000044,20250902,2025-09-02 12:32:15,562,1,2,2,Córdoba,2,15000.0,600.0,29400.0,90435.0
5000000067,1000000044,20250902,2025-09-02 12:32:15,562,1,2,2,Córdoba,3,15000.0,900.0,44100.0,90435.0
5000000068,1000000045,20240201,2024-02-01 13:14:28,998,1,1,1,Buenos Aires,3,12000.0,0.0,36000.0,44460.0
5000000069,1000000046,20240112,2024-01-12 03:01:18,276,1,2,4,Mendoza,2,16500.0,0.0,33000.0,39930.0
5000000070,1000000047,20240308,2024-03-08 08:53:37,1469,2,1,2,Córdoba,1,12000.0,1200.0,10800.0,13068.0
5000000071,1000000048,20240913,2024-09-13 16:10:57,408,2,1,2,Córdoba,2,12000.0,480.0,23520.0,28459.2
5000000072,1000000049,20240811,2024-08-11 19:35:54,1360,2,2,2,Córdoba,3,13500.0,0.0,40500.0,49005.0
5000000073,1000000050,20240725,2024-07-25 00:25:00,1423,1,2,4,Mendoza,2,15000.0,1500.0,28500.0,35685.0
5000000074,1000000051,20240915,2024-09-15 06:10:33,741,1,2,1,Buenos Aires,2,15750.0,630.0,30870.0,38252.7
5000000075,1000000052,20241104,2024-11-04 03:12:44,969,1,1,1,Buenos Aires,3,12000.0,720.0,35280.0,85377.6
5000000076,1000000052,20241104,2024-11-04 03:12:44,969,1,1,1,Buenos Aires,3,12000.0,720.0,35280.0,85377.6
5000000077,1000000053,20240810,2024-08-10 06:19:56,729,1,2,1,Buenos Aires,2,15000.0,3000.0,27000.0,33570.0
5000000078,1000000054,20240316,2024-03-16 02:19:59,251,2,1,4,Mendoza,1,12600.0,252.0,12348.0,14941.08
5000000079,1000000055,20250723,2025-07-23 20:26:45,1087,2,2,1,Buenos Aires,3,15000.0,2250.0,42750.0,51727.5
5000000080,1000000056,20250412,2025-04-12 15:37:15,659,1,1,1,Buenos Aires,2,12000.0,0.0,24000.0,87140.25
5000000081,1000000056,20250412,2025-04-12 15:37:15,659,1,2,1,Buenos Aires,3,16500.0,2475.0,47025.0,87140.25
5000000082,1000000057,20250221,2025-02-21 05:51:12,338,2,2,4,Mendoza,1,15000.0,750.0,14250.0,34394.25
5000000083,1000000057,20250221,2025-02-21 05:51:12,338,2,2,4,Mendoza,1,15750.0,1575.0,14175.0,34394.25
5000000084,1000000058,20240921,2024-09-21 03:01:24,1068,1,2,3,Santa Fe,1,16500.0,1650.0,14850.0,53953.5
5000000085,1000000058,20240921,2024-09-21 03:01:24,1068,1,2,3,Santa Fe,2,15000.0,1500.0,28500.0,53953.5
5000000086,1000000059,20240701,2024-07-01 13:26:37,958,1,1,2,Córdoba,3,12000.0,1800.0,34200.0,77682.0
5000000087,1000000059,20240701,2024-07-01 13:26:37,958,1,2,2,Córdoba,2,15000.0,0.0,30000.0,77682.0
5000000088,1000000060,20240225,2024-02-25 20:21:42,428,2,1,4,Mendoza,3,10800.0,3240.0,29160.0,35283.6
5000000089,1000000061,20250301,2025-03-01 10:20:56,1337,1,1,1,Buenos Aires,1,12000.0,0.0,12000.0,15720.0
5000000090,1000000062,20241223,2024-12-23 12:02:28,1442,2,2,3,Santa Fe,3,15000.0,0.0,45000.0,54450.0
5000000091,1000000063,20240530,2024-05-30 10:17:58,939,1,1,1,Buenos Aires,3,12600.0,756.0,37044.0,46323.24
5000000092,1000000064,20250304,2025-03-04 14:45:27,1409,1,2,1,Buenos Aires,1,16500.0,1650.0,14850.0,19168.5
5000000093,1000000065,20240917,2024-09-17 00:43:41,1062,1,1,1,Buenos Aires,3,12000.0,720.0,35280.0,43888.8
5000000094,1000000066,20240126,2024-01-26 06:33:17,988,1,1,1,Buenos Aires,3,12000.0,720.0,35280.0,43888.8
5000000095,1000000067,20250411,2025-04-11 16:23:15,778,1,2,1,Buenos Aires,1,15000.0,300.0,14700.0,18687.0
5000000096,1000000068,20241201,2024-12-01 10:53:38,77,1,2,1,Buenos Aires,1,15750.0,315.0,15435.0,102166.35
5000000097,1000000068,20241201,2024-12-01 10:53:38,77,1,1,1,Buenos Aires,2,12000.0,0.0,24000.0,102166.35
5000000098,1000000068,20241201,2024-12-01 10:53:38,77,1,2,1,Buenos Aires,3,15000.0,0.0,45000.0,102166.35
5000000099,1000000069,20240612,2024-06-12 09:38:45,700,1,2,1,Buenos Aires,3,15000.0,900.0,44100.0,53361.0
5000000100,1000000070,20250725,2025-07-25 23:51:05,425,1,1,3,Santa Fe,1,12000.0,0.0,12000.0,15420.0
5000000101,1000000071,20240722,2024-07-22 18:00:06,1271,2,1,3,Santa Fe,1,12000.0,240.0,11760.0,14229.6
5000000102,1000000072,20240202,2024-02-02 08:20:17,1129,1,2,2,Córdoba,1,13500.0,675.0,12825.0,17018.25
5000000103,1000000073,20241207,2024-12-07 21:18:19,1224,1,2,2,Córdoba,1,15750.0,315.0,15435.0,19576.35
5000000104,1000000074,20241214,2024-12-14 04:41:02,446,1,1,4,Mendoza,2,12600.0,1260.0,23940.0,69071.4
5000000105,1000000074,20241214,2024-12-14 04:41:02,446,1,1,4,Mendoza,3,12000.0,3600.0,32400.0,69071.4
5000000106,1000000075,20250322,2025-03-22 18:16:20,867,1,2,2,Córdoba,2,15000.0,600.0,29400.0,36474.0
5000000107,1000000076,20240301,2024-03-01 10:21:11,127,1,1,1,Buenos Aires,2,12000.0,480.0,23520.0,29659.2
5000000108,1000000077,20241204,2024-12-04 22:39:17,874,2,1,1,Buenos Aires,2,12000.0,480.0,23520.0,28459.2
5000000109,1000000078,20250109,2025-01-09 21:43:22,814,1,2,1,Buenos Aires,1,15000.0,750.0,14250.0,49186.5
5000000110,1000000078,20250109,2025-01-09 21:43:22,814,1,1,1,Buenos Aires,2,13200.0,0.0,26400.0,49186.5
5000000111,1000000079,20250916,2025-09-16 02:56:19,1189,1,1,1,Buenos Aires,1,10800.0,0.0,10800.0,40404.0
5000000112,1000000079,20250916,2025-09-16 02:56:19,1189,1,1,1,Buenos Aires,2,12000.0,2400.0,21600.0,40404.0
5000000113,1000000080,20241111,2024-11-11 06:28:22,584,1,2,1,Buenos Aires,1,15000.0,300.0,14700.0,18687.0
5000000114,1000000081,20250202,2025-02-02 01:45:35,1433,1,1,1,Buenos Aires,2,12000.0,1200.0,22800.0,64788.0
5000000115,1000000081,20250202,2025-02-02 01:45:35,1433,1,2,1,Buenos Aires,2,15000.0,0.0,30000.0,64788.0
5000000116,1000000082,20250921,2025-09-21 10:27:35,670,1,1,1,Buenos Aires,3,12000.0,1800.0,34200.0,42582.0
5000000117,1000000083,20240210,2024-02-10 17:47:09,464,1,2,1,Buenos Aires,1,16500.0,0.0,16500.0,47301.0
5000000118,1000000083,20240210,2024-02-10 17:47:09,464,1,1,1,Buenos Aires,2,12000.0,2400.0,21600.0,47301.0
5000000119,1000000084,20241125,2024-11-25 14:26:24,535,1,2,2,Córdoba,1,15000.0,0.0,15000.0,19050.0
5000000120,1000000085,20250301,2025-03-01 02:58:24,655,1,1,1,Buenos Aires,1,12600.0,252.0,12348.0,16441.08
5000000121,1000000086,20250818,2025-08-18 10:52:28,833,1,1,1,Buenos Aires,1,12000.0,1200.0,10800.0,14268.0
5000000122,1000000087,20241213,2024-12-13 04:53:42,490,1,1,4,Mendoza,1,12000.0,600.0,11400.0,14994.0
5000000123,1000000088,20240203,2024-02-03 13:58:21,360,1,2,1,Buenos Aires,2,15000.0,600.0,29400.0,69144.0
5000000124,1000000088,20240203,2024-02-03 13:58:21,360,1,2,1,Buenos Aires,2,15000.0,3000.0,27000.0,69144.0
5000000125,1000000089,20250618,2025-06-18 12:09:30,1227,1,2,1,Buenos Aires,1,15000.0,750.0,14250.0,18442.5
5000000126,1000000090,20240127,2024-01-27 19:31:23,624,1,1,1,Buenos Aires,2,12000.0,0.0,24000.0,45458.25
5000000127,1000000090,20240127,2024-01-27 19:31:23,624,1,2,1,Buenos Aires,1,13500.0,675.0,12825.0,45458.25
5000000128,1000000091,20240217,2024-02-17 18:12:47,228,1,2,3,Santa Fe,3,15750.0,2362.5,44887.5,110342.92
5000000129,1000000091,20240217,2024-02-17 18:12:47,228,1,2,3,Santa Fe,3,15750.0,945.0,46305.0,110342.92
5000000130,1000000092,20240613,2024-06-13 13:46:23,770,1,2,1,Buenos Aires,2,15000.0,0.0,30000.0,37200.0
5000000131,1000000093,20241114,2024-11-14 23:26:31,54,2,2,2,Córdoba,3,15000.0,0.0,45000.0,102456.75
5000000132,1000000093,20241114,2024-11-14 23:26:31,54,2,1,2,Córdoba,2,12000.0,0.0,24000.0,102456.75
5000000133,1000000093,20241114,2024-11-14 23:26:31,54,2,2,2,Córdoba,1,16500.0,825.0,15675.0,102456.75
5000000134,1000000094,20241227,2024-12-27 03:05:36,1006,2,1,4,Mendoza,3,12000.0,1800.0,34200.0,90387.0
5000000135,1000000094,20241227,2024-12-27 03:05:36,1006,2,2,4,Mendoza,3,13500.0,0.0,40500.0,90387.0
5000000136,1000000095,20250925,2025-09-25 18:29:43,247,1,2,4,Mendoza,3,16500.0,990.0,48510.0,59897.1
5000000137,1000000096,20250523,2025-05-23 10:43:41,1127,2,1,3,Santa Fe,3,12000.0,720.0,35280.0,42688.8
5000000138,1000000097,20240612,2024-06-12 17:56:54,757,2,2,2,Córdoba,1,15750.0,315.0,15435.0,18676.35
5000000139,1000000098,20250116,2025-01-16 08:09:07,520,1,1,1,Buenos Aires,3,12600.0,1890.0,35910.0,44351.1
5000000140,1000000099,20240227,2024-02-27 14:31:08,258,1,1,2,Córdoba,1,12000.0,0.0,12000.0,14520.0
5000000141,1000000100,20240730,2024-07-30 11:35:40,467,1,1,3,Santa Fe,1,10800.0,0.0,10800.0,28909.08
5000000142,1000000100,20240730,2024-07-30 11:35:40,467,1,1,3,Santa Fe,1,12600.0,252.0,12348.0,28909.08
5000000143,1000000101,20240330,2024-03-30 02:45:40,3,1,1,1,Buenos Aires,3,12000.0,0.0,36000.0,44460.0
5000000144,1000000102,20241119,2024-11-19 07:00:43,334,1,1,1,Buenos Aires,3,12000.0,720.0,35280.0,43888.8
5000000145,1000000103,20240325,2024-03-25 03:53:52,802,2,1,3,Santa Fe,3,10800.0,1620.0,30780.0,37243.8
5000000146,1000000104,20240323,2024-03-23 20:55:17,999,1,2,1,Buenos Aires,2,15000.0,0.0,30000.0,37500.0
5000000147,1000000105,20240512,2024-05-12 04:27:32,176,1,1,3,Santa Fe,2,12000.0,2400.0,21600.0,27336.0
5000000148,1000000106,20250208,2025-02-08 08:09:53,801,1,2,1,Buenos Aires,1,15000.0,0.0,15000.0,19050.0
5000000149,1000000107,20240522,2024-05-22 03:56:26,1113,1,1,1,Buenos Aires,3,12600.0,3780.0,34020.0,42064.2
5000000150,1000000108,20250704,2025-07-04 04:11:46,810,2,2,4,Mendoza,3,15750.0,945.0,46305.0,56029.05
5000000151,1000000109,20240422,2024-04-22 08:18:05,581,2,1,4,Mendoza,2,12000.0,2400.0,21600.0,39930.0
5000000152,1000000109,20240422,2024-04-22 08:18:05,581,2,1,4,Mendoza,1,12000.0,600.0,11400.0,39930.0
5000000153,1000000110,20250604,2025-06-04 21:13:13,1284,2,1,2,Córdoba,2,12000.0,480.0,23520.0,82364.7
5000000154,1000000110,20250604,2025-06-04 21:13:13,1284,2,2,2,Córdoba,3,16500.0,4950.0,44550.0,82364.7
5000000155,1000000111,20241220,2024-12-20 15:47:41,1333,1,2,1,Buenos Aires,1,15750.0,315.0,15435.0,19876.35
5000000156,1000000112,20250228,2025-02-28 17:43:31,24,2,1,2,Córdoba,3,12600.0,3780.0,34020.0,92891.7
5000000157,1000000112,20250228,2025-02-28 17:43:31,24,2,2,2,Córdoba,3,15000.0,2250.0,42750.0,92891.7
5000000158,1000000113,20240121,2024-01-21 02:59:29,1222,2,1,1,Buenos Aires,1,13200.0,264.0,12936.0,15652.56
5000000159,1000000114,20240917,2024-09-17 08:06:28,63,2,1,1,Buenos Aires,1,10800.0,1080.0,9720.0,11761.2
5000000160,1000000115,20240219,2024-02-19 00:47:44,1078,1,1,3,Santa Fe,2,12000.0,2400.0,21600.0,27636.0
5000000161,1000000116,20240701,2024-07-01 10:24:47,1091,1,1,1,Buenos Aires,3,13200.0,0.0,39600.0,49116.0
5000000162,1000000117,20250119,2025-01-19 22:11:52,524,1,1,1,Buenos Aires,2,12000.0,0.0,24000.0,30240.0
5000000163,1000000118,20250816,2025-08-16 15:04:32,1229,1,1,3,Santa Fe,3,13200.0,792.0,38808.0,47857.68
5000000164,1000000119,20250716,2025-07-16 11:54:38,458,2,2,4,Mendoza,1,15000.0,300.0,14700.0,17787.0
5000000165,1000000120,20240418,2024-04-18 21:41:14,68,1,1,1,Buenos Aires,1,12000.0,240.0,11760.0,14229.6
5000000166,1000000121,20241220,2024-12-20 05:03:44,959,2,1,4,Mendoza,3,13200.0,1980.0,37620.0,45520.2
5000000167,1000000122,20250830,2025-08-30 14:57:49,356,2,1,1,Buenos Aires,3,12000.0,0.0,36000.0,43560.0
5000000168,1000000123,20250624,2025-06-24 08:51:53,530,1,2,2,Córdoba,1,15000.0,300.0,14700.0,18987.0
5000000169,1000000124,20240206,2024-02-06 12:15:32,1420,1,1,1,Buenos Aires,1,10800.0,216.0,10584.0,67367.64
5000000170,1000000124,20240206,2024-02-06 12:15:32,1420,1,2,1,Buenos Aires,3,15000.0,900.0,44100.0,67367.64
5000000171,1000000125,20240709,2024-07-09 08:16:06,279,2,2,3,Santa Fe,3,15000.0,4500.0,40500.0,62073.0
5000000172,1000000125,20240709,2024-07-09 08:16:06,279,2,1,3,Santa Fe,1,12000.0,1200.0,10800.0,62073.0
5000000173,1000000126,20240612,2024-06-12 02:24:10,779,2,2,3,Santa Fe,1,15000.0,0.0,15000.0,18150.0
5000000174,1000000127,20240228,2024-02-28 13:19:21,1383,1,2,1,Buenos Aires,2,15000.0,1500.0,28500.0,69988.5
5000000175,1000000127,20240228,2024-02-28 13:19:21,1383,1,2,1,Buenos Aires,2,15750.0,3150.0,28350.0,69988.5
5000000176,1000000128,20250420,2025-04-20 09:16:05,1189,1,1,3,Santa Fe,1,10800.0,1080.0,9720.0,101470.2
5000000177,1000000128,20250420,2025-04-20 09:16:05,1189,1,2,3,Santa Fe,3,15000.0,4500.0,40500.0,101470.2
5000000178,1000000128,20250420,2025-04-20 09:16:05,1189,1,1,3,Santa Fe,3,12000.0,3600.0,32400.0,101470.2
5000000179,1000000129,20250917,2025-09-17 22:24:46,1016,1,1,1,Buenos Aires,3,12000.0,720.0,35280.0,76858.8
5000000180,1000000129,20250917,2025-09-17 22:24:46,1016,1,2,1,Buenos Aires,2,15000.0,3000.0,27000.0,76858.8
5000000181,1000000130,20250521,2025-05-21 02:27:57,595,2,2,3,Santa Fe,1,13500.0,1350.0,12150.0,14701.5
5000000182,1000000131,20240125,2024-01-25 03:24:41,902,2,1,4,Mendoza,3,13200.0,0.0,39600.0,47916.0
5000000183,1000000132,20240726,2024-07-26 17:23:51,317,1,2,1,Buenos Aires,2,13500.0,540.0,26460.0,33216.6
5000000184,1000000133,20240614,2024-06-14 15:46:34,1229,2,2,2,Córdoba,1,15000.0,0.0,15000.0,18150.0
5000000185,1000000134,20240106,2024-01-06 02:05:46,279,2,1,3,Santa Fe,3,12000.0,720.0,35280.0,75358.8
5000000186,1000000134,20240106,2024-01-06 02:05:46,279,2,2,3,Santa Fe,2,15000.0,3000.0,27000.0,75358.8
5000000187,1000000135,20240530,2024-05-30 07:35:31,1498,2,1,4,Mendoza,1,12000.0,600.0,11400.0,39930.0
5000000188,1000000135,20240530,2024-05-30 07:35:31,1498,2,1,4,Mendoza,2,10800.0,0.0,21600.0,39930.0
5000000189,1000000136,20250120,2025-01-20 19:30:04,140,1,2,1,Buenos Aires,2,15000.0,1500.0,28500.0,34485.0
5000000190,1000000137,20241115,2024-11-15 23:46:06,1115,1,1,2,Córdoba,1,12000.0,240.0,11760.0,14229.6
5000000191,1000000138,20240103,2024-01-03 08:23:39,1240,1,1,1,Buenos Aires,3,12000.0,1800.0,34200.0,42882.0
5000000192,1000000139,20240406,2024-04-06 23:11:09,590,1,2,3,Santa Fe,1,15000.0,1500.0,13500.0,17535.0
5000000193,1000000140,20250217,2025-02-17 21:56:48,645,2,2,3,Santa Fe,1,13500.0,270.0,13230.0,16008.3
5000000194,1000000141,20241130,2024-11-30 21:24:24,545,2,1,1,Buenos Aires,1,13200.0,1320.0,11880.0,14374.8
5000000195,1000000142,20250625,2025-06-25 13:32:09,1208,1,2,1,Buenos Aires,1,15000.0,750.0,14250.0,62854.26
5000000196,1000000142,20250625,2025-06-25 13:32:09,1208,1,1,1,Buenos Aires,1,13200.0,264.0,12936.0,62854.26
5000000197,1000000142,20250625,2025-06-25 13:32:09,1208,1,1,1,Buenos Aires,2,12000.0,480.0,23520.0,62854.26
5000000198,1000000143,20240606,2024-06-06 00:59:40,551,2,1,1,Buenos Aires,3,12000.0,1800.0,34200.0,80586.0
5000000199,1000000143,20240606,2024-06-06 00:59:40,551,2,1,1,Buenos Aires,3,12000.0,3600.0,32400.0,80586.0
5000000200,1000000144,20240209,2024-02-09 12:30:14,569,2,2,1,Buenos Aires,2,16500.0,3300.0,29700.0,35937.0
5000000201,1000000145,20250719,2025-07-19 14:47:44,1305,1,2,2,Córdoba,2,15000.0,0.0,30000.0,37800.0
5000000202,1000000146,20240505,2024-05-05 01:52:36,280,1,2,1,Buenos Aires,3,15750.0,2362.5,44887.5,100951.88
5000000203,1000000146,20240505,2024-05-05 01:52:36,280,1,1,1,Buenos Aires,3,12600.0,0.0,37800.0,100951.88
5000000204,1000000147,20241207,2024-12-07 21:23:08,1338,1,2,1,Buenos Aires,2,16500.0,660.0,32340.0,72701.4
5000000205,1000000147,20241207,2024-12-07 21:23:08,1338,1,2,1,Buenos Aires,2,15000.0,3000.0,27000.0,72701.4
5000000206,1000000148,20250621,2025-06-21 18:11:01,84,1,1,1,Buenos Aires,3,12000.0,720.0,35280.0,43888.8
5000000207,1000000149,20250121,2025-01-21 22:14:19,655,1,2,1,Buenos Aires,1,15000.0,1500.0,13500.0,17235.0
5000000208,1000000150,20250530,2025-05-30 23:20:50,513,2,2,4,Mendoza,2,16500.0,660.0,32340.0,39131.4
5000000209,1000000151,20240416,2024-04-16 17:06:04,884,2,1,3,Santa Fe,3,12000.0,720.0,35280.0,42688.8
